ID,address,city,country,name,postalCode,state
4359,1741 Martin Luther King Jr Blvd,Houma,US,Chick-Fil-A,70360,LA
4360,919 Highway 82 W,Greenwood,US,Domino's Pizza,38930,MS
4361,7010 Youree Dr,Shreveport,US,Chick-Fil-A,71105,LA
4362,614 S State St,Clarksdale,US,Taco Bell,38614,MS
4363,1400 Dell Range Blvd Spc 89,Cheyenne,US,Chick-Fil-A,82009,WY
4364,19 Sullivan Avenue,Liberty,US,Taco Bell,12754,NY
4365,847 E Main St,Danville,US,Burger King,61832,IL
4366,4550 Delta Gateway Blvd,Pittsburg,US,In-N-Out Burger,94565-7115,CA
4367,1212 Highway 82 E,Indianola,US,Hardee's,38751,MS
4368,916 2nd Ave E,Oneonta,US,Burger King,35121,AL
4369,224 S Randall Rd,Algonquin,US,Burger King,60102,IL
4370,446 E Frontage Rd,Alamo,US,Burger King,78516,TX
4371,2993 S Rutherford Blvd,Murfreesboro,US,Culver's,37130,TN
4372,4351 Highway K,O Fallon,US,Culver's,63368,MO
4373,3210 Midwestern Pkwy Ste 300,Wichita Falls,US,Jimmy John's,76308,TX
4374,4615 Broadway St,Mount Vernon,US,Ryan's,62864,IL
4375,2010 N Fares Ave,Evansville,US,McDonald's,47711,IN
4376,444 N Jackson St,Houston,US,Hardee's,38851,MS
4377,525 Pacheco Blvd,Los Banos,US,Burger King,93635,CA
4378,900 Military Rd,Benton,US,Arby's,72015,AR
4379,729 W Main St,Boonville,US,Taco Bell,47601,IN
4380,29211 7 Mile Rd,Livonia,US,Burger King,48152,MI
4381,2210 Fairless Dr,Lorain,US,Burger King,44055,OH
4382,1818 Russellville Rd,Bowling Green,US,Arby's,42101,KY
4383,5218 De Zavala Rd,San Antonio,US,Burger King,78249,TX
4384,201 E Grant St,Roma,US,Jack in the Box,78584-8073,TX
4385,3033 25th St W,Rosamond,US,Jack in the Box,93560-7745,CA
4386,8031 Montgomery Rd,Cincinnati,US,Arby's,45236,OH
4387,8955 Fields Ertel Rd,Cincinnati,US,Arby's,45249,OH
4388,850 W Will Rogers Blvd,Claremore,US,Arby's,74017,OK
4389,49 Columbia Point Dr,Richland,US,Jack in the Box,99352,WA
4390,1491 Tapteal Dr,Richland,US,Jack in the Box,99352,WA
4391,919 S China Lake Blvd,Ridgecrest,US,Jack in the Box,93555,CA
4392,1505 N Pines Rd,Spokane,US,Jack In The Box,99206,WA
4393,302 Highway 47 E,Troy,US,Jack in the Box,63379,MO
4394,7031 E Tanque Verde Rd,Tucson,US,Jack in the Box,85715,AZ
4395,2910 Main St,Susanville,US,Jack in the Box,96130-4730,CA
4396,701 N Burkhardt Rd Ste C,Evansville,US,Jimmy John's,47715,IN
4397,2621 S Lynhurst Dr,Indianapolis,US,Waffle House,46241,IN
4398,1403 Freedom Boulevard,Watsonville,US,Burger King,95076,CA
4399,1800 Gateway Dr,Waukesha,US,Burger King,53186,WI
4400,501 Belt Line Rd,Collinsville,US,Jimmy John's,62234,IL
4401,11801 E Main St,Grass Valley,US,Jack in the Box,95945,CA
4402,1770 Beverly Ave,Kingman,US,In-N-Out Burger,86401,AZ
4403,2601 NW Cache Rd,Lawton,US,Jack In The Box,73505,OK
4404,2320 N Main St,Liberty,US,Jack in the Box,77575,TX
4405,980 Broadway,South Portland,US,Domino's Pizza,4106,ME
4406,2201 E State Highway 54,Linton,US,Burger King,47441,IN
4407,873 W Morgan St,Spencer,US,Burger King,47460,IN
4408,531 Sagamore Pkwy W,West Lafayette,US,Arby's,47906,IN
4409,10760 Riverside Dr,North Hollywood,US,Baja Fresh,91602,CA
4410,1300 Macdonald Ave,Richmond,US,Burger King,94801,CA
4411,4200 International Blvd,Oakland,US,Burger King,94601,CA
4412,29221 S Western Ave,Rancho Palos Verdes,US,Domino's Pizza,90275,CA
4413,31240 Palos Verdes Dr W,Rancho Palos Verdes,US,Domino's Pizza,90275,CA
4414,1640 W Carson St Ste B,Torrance,US,Domino's Pizza,90501,CA
4415,2304 S Mountain Ave,Ontario,US,Del Taco,91762,CA
4416,1007 E Avenue J,Lancaster,US,Domino's Pizza,93535,CA
4417,4621 E Avenue S,Palmdale,US,Subway,93552,CA
4418,309 N Harbor Blvd,La Habra,US,Domino's Pizza,90631,CA
4419,1050 S Beach Blvd,La Habra,US,KFC,90631,CA
4420,12040 Foothill Blvd,Sylmar,US,Domino's Pizza,91342,CA
4421,415 S Gaffey St,San Pedro,US,KFC,90731,CA
4422,1315 3rd Street Promenade,Santa Monica,US,Subway,90401,CA
4423,481 E Imperial Hwy,La Habra,US,SUBWAY,90631,CA
4424,750 Nogales Ave,Walnut,US,Pizza Hut,91789,CA
4425,3 Post Office Sq,Boston,US,Dunkin' Donuts,2109,MA
4426,366 N Harbor Blvd,La Habra,US,Pizza Hut,90631,CA
4427,13575 Glenoaks Blvd,Sylmar,US,Subway,91342,CA
4428,16420 Whittier Blvd,Whittier,US,Pizza Hut,90603,CA
4429,20795 Amar Rd,Walnut,US,Pizza Hut,91789,CA
4430,11125 Washington Blvd,Whittier,US,Burger King,90606,CA
4431,329 Washington St,Boston,US,McDonald's,2108,MA
4432,735 S Figueroa St,Los Angeles,US,Five Guys,90017,CA
4433,44402 Valley Central Way,Lancaster,US,El Pollo Loco,93536,CA
4434,3045 Rancho Vista Blvd,Palmdale,US,Burger King,93551,CA
4435,8565 Coral Way,Miami,US,Dunkin Donuts,33155,FL
4436,13286 Biscayne Blvd,Miami,US,Five Guys,33181,FL
4437,13200 SW 8th St,Miami,US,KFC,33184,FL
4438,944 S Watson Rd,Buckeye,US,Chipotle Mexican Grill,85326,AZ
4439,20928 E Heritage Loop Rd Ste 103,Queen Creek,US,Domino's Pizza,85142,AZ
4440,4727 NW 167th St,Opa Locka,US,Burger King,33055,FL
4441,8695 NW 58th St,Miami,US,Subway,33166,FL
4442,410 W 84th St,Hialeah,US,Burger King,33014,FL
4443,850 E 9th St,Hialeah,US,Domino's Pizza,33010,FL
4444,5730 NW 176th St,Hialeah,US,Subway,33015,FL
4445,7955 W Flagler St,Miami,US,Burger King,33144,FL
4446,10754 SW 24th St,Miami,US,Dunkin' Donuts,33165,FL
4447,5874 W 20th Ave,Hialeah,US,Domino's Pizza,33016,FL
4448,10703 Westheimer Rd,Houston,US,McDonald's,77042,TX
4449,13801 Biscayne Blvd,Miami,US,KFC,33181,FL
4450,11575 Quail Roost Dr,Miami,US,McDonald's,33157,FL
4451,12215 Biscayne Blvd,Miami,US,Burger King,33181,FL
4452,2402 W 60th St,Hialeah,US,Little Caesars Pizza,33016,FL
4453,18510 Nw 67Th Ave.,Hialeah,US,Pizza Hut,33015,FL
4454,8737 SW 24th St,Miami,US,Domino's Pizza,33165,FL
4455,18708 Nw 67th Ave,Hialeah,US,Domino's Pizza,33015,FL
4456,801 E 8th Ave,Hialeah,US,SUBWAY,33010,FL
4457,7150 W 20th Ave,Hialeah,US,Subway,33016,FL
4458,8527 NW 186th St,Hialeah,US,SUBWAY,33015,FL
4459,11930 SW 8th St,Miami,US,Domino's Pizza,33184,FL
4460,27335 S Dixie Hwy,Homestead,US,Domino's Pizza,33032,FL
4461,1300 Collins Ave,Miami Beach,US,Subway,33139,FL
4462,1615 NE 8th St,Homestead,US,Domino's Pizza,33033,FL
4463,12699 NE 6th Ave,Miami,US,Pizza Hut,33161,FL
4464,233 NE 167th St,Miami,US,Burger King,33162,FL
4465,12500 SW 8th St,Miami,US,Burger King,33184,FL
4466,4686 NW 183rd St,Opa Locka,US,McDonald's,33055,FL
4467,11200 SW 137th Ave,Miami,US,Burger King,33186,FL
4468,955 SW 107th Ave,Miami,US,Burger King,33174,FL
4469,1910 NE 163rd St,Miami,US,Burger King,33162,FL
4470,13870 SW 8th St,Miami,US,Pizza Hut,33184,FL
4471,19960 NW 2nd Ave,Miami,US,Pizza Hut,33169,FL
4472,4032 SW 137th Ave,Miami,US,Burger King,33175,FL
4473,17100 Collins Ave,North Miami Beach,US,Pizza Hut,33160,FL
4474,20150 W Dixie Hwy,Miami,US,Domino's Pizza,33180,FL
4475,16700 NW 67th Ave,Hialeah,US,Burger King,33015,FL
4476,8780 W Charleston Blvd,Las Vegas,US,Baja Fresh,89117,NV
4477,1740 E Elliot Rd,Tempe,US,McDonald's,85284,AZ
4478,6775 W Flamingo Rd,Las Vegas,US,Fatburger,89103,NV
4479,1450 Ala Moana Blvd,Honolulu,US,Panda Express,96814,HI
4480,2536 S Beretania St,Honolulu,US,Burger King,96826,HI
4481,1516 SW 114th St,Seattle,US,McDonald's,98146,WA
4482,1638 NE 164th St,Miami,US,Domino's Pizza,33162,FL
4483,2800 Guadalupe St,Austin,US,Whataburger,78705,TX
4484,3030 E Garvey Ave S,West Covina,US,McDonald's,91791,CA
4485,40 SE 1st Ave,Homestead,US,Burger King,33034,FL
4486,693A Front St,Lahaina,US,Sunrise Cafe,96761,HI
4487,28644 SW 137th Ave,Homestead,US,Burger King,33033,FL
4488,4330 Redondo Beach Blvd,Torrance,US,Round Table Pizza,90504,CA
4489,2275 SW 87th Ave,Miami,US,Burger King,33165,FL
4490,6800 SW 8th St,Miami,US,Burger King,33144,FL
4491,775 E 9th St,Hialeah,US,Burger King,33010,FL
4492,2210 W 68th St,Hialeah,US,Burger King,33016,FL
4493,9675 SW 40th St,Miami,US,Burger King,33165,FL
4494,15905 NW 57th Ave,Hialeah,US,Dunkin Donuts,33014,FL
4495,1433 Sw 107th Ave,Miami,US,Five Guys,33174,FL
4496,5826 Bird Rd,Miami,US,KFC,33155,FL
4497,4775 NW 183rd St,Opa Locka,US,Capt Crab's Take-Away,33055,FL
4498,966 SW 8th St,Miami,US,KFC,33130,FL
4499,444 Hialeah Dr,Hialeah,US,KFC,33010,FL
4500,7405 NW 36th St,Miami,US,Mcdonalds,33166,FL
4501,4201 NW 36th St,Miami,US,Burger King,33166,FL
4502,232 SE 1st Ave,Homestead,US,KFC,33034,FL
4503,3330 NE 8th St,Homestead,US,Panda Express,33033,FL
4504,14600 Valley Blvd,La Puente,US,Burger King,91746,CA
4505,11400 Quail Roost Dr,Miami,US,Burger King,33157,FL
4506,5709 Carell Ave,Agoura Hills,US,Domino's Pizza,91301,CA
4507,22830 Soledad Canyon Rd,Santa Clarita,US,Pizza Hut,91350,CA
4508,2707 Carson St,Lakewood,US,McDonald's,90712,CA
4509,8050 NW 36th St,Miami,US,Burger King,33166,FL
4510,45517 Andale Ave,Lancaster,US,Papa Johns Pizza,93535,CA
4511,27737 Bouquet Canyon Rd,Santa Clarita,US,Domino's Pizza,91350,CA
4512,2072 W Avenue J,Lancaster,US,Domino's Pizza,93536,CA
4513,13044 Glenoaks Blvd,Sylmar,US,Domino's Pizza,91342,CA
4514,11733 Barrington Ct,Los Angeles,US,Subway,90049,CA
4515,153 E Compton Blvd,Compton,US,Pizza Hut,90220,CA
4516,4949 W Slauson Ave,Los Angeles,US,SUBWAY,90056,CA
4517,125 E Flagler St,Miami,US,KFC,33131,FL
4518,2208 Foothill Blvd,La Verne,US,Pizza Hut,91750,CA
4519,12460 Venice Blvd,Los Angeles,US,Pizza Hut,90066,CA
4520,5065 Hollywood Blvd,Los Angeles,US,Subway,90027,CA
4521,5612 Connecticut Ave NW,Washington,US,Ben & Jerry's,20015,DC
4522,493 Beacon St,Boston,US,Subway,2215,MA
4523,670 Adams St,Quincy,US,Burger King,2169,MA
4524,225 Quincy Ave,Quincy,US,Domino's Pizza,2169,MA
4525,706 Fletcher Parkway,El Cajon,US,Boston Market,92020,CA
4526,8890 Cuyamaca St,Santee,US,KFC,92071,CA
4527,14400 San Pablo Ave,San Pablo,US,KFC,94806,CA
4528,4180 N First St,San Jose,US,Five Guys,95112,CA
4529,15554 Roscoe Blvd,Van Nuys,US,Burger King,91406,CA
4530,1641 S Alameda St,Compton,US,Panda Express,90220,CA
4531,7900 Atlantic Ave,Bell Gardens,US,Burger King,90201,CA
4532,227 Lewers St,Honolulu,US,Round Table Pizza,96815,HI
4533,1695 E Main St,El Cajon,US,McDonald's,92021,CA
4534,29136 Roadside Dr,Agoura Hills,US,Burger King,91301,CA
4535,640 Hegenberger Rd,Oakland,US,McDonald's,94621,CA
4536,1004 Stoneridge Mall Rd,Pleasanton,US,McDonald's,94588,CA
4537,13320 Rockaway Blvd,South Ozone Park,US,Dunkin' Donuts,11420,NY
4538,1535 E Evans Ave,Denver,US,Carl's Jr.,80210,CO
4539,21340 29th Ave,Bayside,US,Little Caesars Pizza,11360,NY
4540,3996 E Evans Ave,Denver,US,McDonald's,80210,CO
4541,5085 Federal Blvd,Denver,US,McDonald's,80221,CO
4542,2890 W 104th Ave,Denver,US,McDonald's,80234,CO
4543,3611 Kingsbridge Ave,Bronx,US,Domino's Pizza,10463,NY
4544,3562 White Plains Rd,Bronx,US,Domino's Pizza,10467,NY
4545,6201 E Colfax Ave,Denver,US,McDonald's,80220,CO
4546,6712 S Potomac St,Englewood,US,Burger King,80112,CO
4547,7300 Bancroft Avenue,Oakland,US,McDonald's,94605,CA
4548,7205 W Colfax Ave,Denver,US,Domino's Pizza,80214,CO
4549,3800 Chambers Rd,Aurora,US,Burger King,80011,CO
4550,215-22 73rd Ave,Oakland Gardens,US,Dunkin' Donuts,11364,NY
4551,8025 Sheridan Blvd Unit P,Arvada,US,SUBWAY,80003,CO
4552,2601 Sheridan Blvd,Denver,US,Burger King,80214,CO
4553,2600 East St Ste D,Golden,US,Domino's Pizza,80401,CO
4554,827 S Santa Fe Ave,Vista,US,McDonald's,92083,CA
4555,1470 Chambers Rd,Aurora,US,Subway,80011,CO
4556,9601 Airport Blvd,Los Angeles,US,Burger King,90045,CA
4557,39519 10th St W,Palmdale,US,Burger King,93551,CA
4558,29701 S Western Ave,Rancho Palos Verdes,US,Pizza Hut,90275,CA
4559,12781 Van Nuys Blvd,Pacoima,US,Burger King,91331,CA
4560,1332 Cumberland Mall SE,Atlanta,US,Auntie Anne's,30339,GA
4561,13201 Aurora Ave N,Seattle,US,Baskin-Robbins,98133,WA
4562,12853 Victory Blvd,North Hollywood,US,Burger King,91606,CA
4563,3990 Martin Luther King Jr Dr SW,Atlanta,US,Wendy's,30336,GA
4564,212 Main St,Acton,US,Dunkin Donuts,1720,MA
4565,410 Moraga Rd,Moraga,US,Taco Bell,94556,CA
4566,230 Main St,Medford,US,Domino's Pizza,2155,MA
4567,428 Salem St,Medford,US,Domino's Pizza,2155,MA
4568,421 W Palmdale Blvd,Palmdale,US,Del Taco,93551,CA
4569,62 Granite St,Quincy,US,Burger King,2169,MA
4570,61 Hancock St,Quincy,US,Domino's Pizza,2171,MA
4571,185 Somerville Ave,Somerville,US,Burger King,2143,MA
4572,383 Mystic Ave,Medford,US,Burger King,2155,MA
4573,880 Walnut St,Newton Center,US,Domino's Pizza,2459,MA
4574,314 Cabot St,Beverly,US,Pizza Hut,1915,MA
4575,4 Union St,South Weymouth,US,Domino's Pizza,2190,MA
4576,570 Broadway,Revere,US,Domino's Pizza,2151,MA
4577,444 Front St,Danville,US,Burger King,94526,CA
4578,282 Somerville Ave,Somerville,US,Dunkin Donuts,2143,MA
4579,3650 W Martin Luther King Jr Blvd,Los Angeles,US,Rally's,90008,CA
4580,39922 10th St W,Palmdale,US,Panda Express,93551,CA
4581,650 E 120th Ave,Denver,US,Burger King,80233,CO
4582,1705 Pacific Coast Hwy,Long Beach,US,McDonald's,90810,CA
4583,1773 E Palmdale Blvd Ste E,Palmdale,US,Little Caesars Pizza,93550,CA
4584,852 E 120th Ave,Denver,US,Subway,80233,CO
4585,275 Pavilions Pl Unit A,Brighton,US,Qdoba Mexican Grill,80601,CO
4586,6435 W Colfax Ave,Denver,US,Burger King,80214,CO
4587,6650 W Coal Mine Ave,Littleton,US,McDonald's,80123,CO
4588,7255 Pecos St,Denver,US,Burger King,80221,CO
4589,1005 W 120th Ave,Denver,US,Subway,80234,CO
4590,200 Quebec St,Denver,US,Subway,80230,CO
4591,9525 W 58th Ave,Arvada,US,Papa Johns Pizza,80002,CO
4592,11083 E Mississippi Ave,Aurora,US,Papa John's Pizza,80012,CO
4593,15169 E Hampden Ave,Aurora,US,Dominos Pizza,80014,CO
4594,8260 S Quebec St,Englewood,US,Fazoli's,80112,CO
4595,1490 W 104th Ave,Denver,US,Pizza Hut,80234,CO
4596,1630 W Dartmouth Ave,Englewood,US,Pizza Hut,80110,CO
4597,3790 E 104th Ave,Denver,US,Quiznos,80233,CO
4598,15355 E Colfax Ave,Aurora,US,Domino's Pizza,80011,CO
4599,5066 S Wadsworth Way,Littleton,US,Little Caesars Pizza,80123,CO
4600,9906 W Belleview Ave,Littleton,US,Domino's Pizza,80123,CO
4601,530 Conduit Blvd,Brooklyn,US,Subway,11208,NY
4602,74 Westchester Sq,Bronx,US,SUBWAY,10461,NY
4603,624 Conduit Blvd,Brooklyn,US,Burger King,11208,NY
4604,9558 Queens Blvd,Rego Park,US,Subway,11374,NY
4605,10898 Merrick Blvd,Jamaica,US,Domino's Pizza,11433,NY
4606,7112 Kissena Blvd,Flushing,US,Pizza Hut,11367,NY
4607,9555 E Arapahoe Rd,Englewood,US,Subway,80112,CO
4608,225 Foxon Blvd,New Haven,US,McDonald's,6513,CT
4609,9825 W 58th Ave,Arvada,US,McDonald's,80002,CO
4610,316 W 34th St,New York,US,Five Guys,10036,NY
4611,421 2nd Ave,New York,US,Subway,10010,NY
4612,16525 Liberty Ave,Jamaica,US,Papa John's Pizza,11433,NY
4613,6350 S Cicero Ave,Chicago,US,Burger King,60638,IL
4614,85 Coggeshall St,New Bedford,US,Taco Bell,2746,MA
4615,420 S Ervay St,Dallas,US,Subway,75201,TX
4616,4101 Lyndon B Johnson Fwy,Dallas,US,Subway,75244,TX
4617,4797 Broadway,New York,US,Domino's Pizza,10034,NY
4618,99 Clarkson St,New York,US,Domino's Pizza,10014,NY
4619,327 W 42nd St,New York,US,Burger King,10036,NY
4620,205 Allen St,New York,US,Domino's Pizza,10002,NY
4621,2557 Richmond Ave,Staten Island,US,Burger King,10314,NY
4622,25 S Main St,Neptune,US,Burger King,7753,NJ
4623,2311 State Route 66,Asbury Park,US,Baja Fresh,7712,NJ
4624,2600 Bridge Ave,Point Pleasant Beach,US,Domino's Pizza,8742,NJ
4625,1600 Richmond Ave,Point Pleasant Beach,US,Burger King,8742,NJ
4626,3001 Bayshore Rd,Cape May,US,Papa John's Pizza,8204,NJ
4627,3230 Bridge Ave,Point Pleasant Beach,US,Papa Johns Pizza,8742,NJ
4628,130 W 125th St,New York,US,Burger King,10027,NY
4629,11320 Beach Channel Dr,Rockaway Park,US,Wendy's,11694,NY
4630,21710 Hillside Ave,Queens Village,US,Burger King,11427,NY
4631,4402 31st Ave,Astoria,US,31st Avenue Gyro,11103,NY
4632,6626 Metropolitan Ave,Middle Village,US,Burger King,11379,NY
4633,3500 Boston Rd,Bronx,US,Burger King,10469,NY
4634,1100 S Grand Ave,Santa Ana,US,McDonald's,92705,CA
4635,27 3rd Ave,New York,US,McDonald's,10003,NY
4636,2549 Broadway,New York,US,McDonald's,10025,NY
4637,2005 Market St,Philadelphia,US,Au Bon Pain,19103,PA
4638,2508 Broadway,New York,US,Subway,10025,NY
4639,3600 Aramingo Ave,Philadelphia,US,Wendy's,19134,PA
4640,400 Market St,Philadelphia,US,SUBWAY,19106,PA
4641,17901 Colima Rd,Rowland Heights,US,KFC,91748,CA
4642,921 E Tremont Ave,Bronx,US,Domino's Pizza,10460,NY
4643,1521 S Columbus Blvd,Philadelphia,US,Burger King,19147,PA
4644,4318 Thornton Ave,Fremont,US,McDonald's,94536,CA
4645,1624 Cottman Ave,Philadelphia,US,Burger King,19111,PA
4646,2728 S Front St,Philadelphia,US,Burger King,19148,PA
4647,151 W 34th St,New York,US,McDonald's,10001,NY
4648,1401 Arch St,Philadelphia,US,McDonald's,19102,PA
4649,7700 Island Ave,Philadelphia,US,McDonald's,19153,PA
4650,21 S 5th St,Philadelphia,US,Saladworks,19106,PA
4651,1811 W Commonwealth Ave Ste K,Fullerton,US,Domino's Pizza,92833,CA
4652,7101 Yorktown Ave Ste 109,Huntington Beach,US,Baja Fresh Mexican Grill,92648,CA
4653,10501 Knott Ave,Cypress,US,Burger King,90630,CA
4654,1131 W Lincoln Ave Ste 130,Anaheim,US,Subway,92805,CA
4655,910 Chestnut St,Philadelphia,US,Subway,19107,PA
4656,2814 N Roosevelt Blvd,Key West,US,Five Guys,33040,FL
4657,98070 Overseas Hwy,Key Largo,US,Papa Johns,33037,FL
4658,625 Route 739,Hawley,US,SUBWAY,18428,PA
4659,8972 Katella Ave,Anaheim,US,Taco Bell,92804,CA
4660,10900 Katella Ave,Anaheim,US,McDonald's,92804,CA
4661,6501 Overseas Hwy,Marathon,US,Taco Bell,33050,FL
4662,5585 Overseas Hwy,Marathon,US,McDonald's,33050,FL
4663,5150 Overseas Hwy,Marathon,US,Wendy's,33050,FL
4664,6501 Overseas Hwy,Marathon,US,KFC,33050,FL
4665,4003 E 120th Ave,Denver,US,Good Times Burgers & Frozen Custard,80233,CO
4666,13802 E 33rd Pl,Aurora,US,Little Caesars Pizza,80011,CO
4667,8547 E Arapahoe Rd,Englewood,US,Five Guys,80112,CO
4668,625 Peoria St,Aurora,US,Burger King,80011,CO
4669,14561 E Mississippi Ave,Aurora,US,Baskin-Robbins,80012,CO
4670,301 W 84th Ave,Denver,US,Burger King,80260,CO
4671,900 W Hampden Ave,Englewood,US,Burger King,80110,CO
4672,2227 Gellert Blvd,South San Francisco,US,Round Table Pizza,94080,CA
4673,106 Liberty St,New York,US,Burger King,10006,NY
4674,265 W 37th St,New York,US,Dunkin' Donuts,10018,NY
4675,7501 W Washington Ave,Las Vegas,US,Little Caesars Pizza,89128,NV
4676,2301 W Lancaster Blvd,Lancaster,US,McDonald's,93536,CA
4677,1861 W Avenue I,Lancaster,US,Panda Express,93534,CA
4678,839 W Avenue I,Lancaster,US,McDonald's,93534,CA
4679,43645 Challenger Way,Lancaster,US,McDonald's,93535,CA
4680,44411 Valley Central Way,Lancaster,US,Panda Express,93536,CA
4681,1511 W Avenue K,Lancaster,US,Carl's Jr.,93534,CA
4682,806 E Alosta Ave,Azusa,US,KFC,91702,CA
4683,2555 S Jones Blvd,Las Vegas,US,Little Caesars Pizza,89146,NV
4684,43627 15th St W,Lancaster,US,Burger King,93534,CA
4685,4075 S Buffalo Dr,Las Vegas,US,McDonald's,89147,NV
4686,2020 N Rainbow Blvd,Las Vegas,US,McDonald's,89108,NV
4687,2520 Bouldercrest Rd Se,Atlanta,US,Domino's Pizza,30316,GA
4688,728 Gallatin Ave,Nashville,US,Burger King,37206,TN
4689,3400 Buford Highway NE,Atlanta,US,Papa John's Pizza,30329,GA
4690,4957 Winters Chapel Rd,Atlanta,US,Pizza Hut,30360,GA
4691,4511 Chamblee Dunwoody Rd,Atlanta,US,Subway,30338,GA
4692,2771 Spring Rd SE,Atlanta,US,Pizza Hut,30339,GA
4693,2886 Clairmont Rd Ne,Atlanta,US,Waffle House,30329,GA
4694,3950 Las Vegas Blvd. South,Las Vegas,US,Johnny Rockets,89119,NV
4695,3435 Roosevelt Hwy,Red Oak,US,Domino's Pizza,30272,GA
4696,2090 Dunwoody Club Dr,Atlanta,US,Pizza Hut,30350,GA
4697,5468 Chamblee Dunwoody Rd,Atlanta,US,Burger King,30338,GA
4698,231 Peachtree St NE,Atlanta,US,Checkers,30303,GA
4699,2304 N Druid Hills Rd NE,Atlanta,US,Burger King,30329,GA
4700,8725 Roswell Rd,Atlanta,US,Wingstop,30350,GA
4701,3330 Cobb Pkwy SE,Atlanta,US,Little Caesars Pizza,30339,GA
4702,4334 Fulton Industrial Blvd SW,Atlanta,US,McDonald's,30336,GA
4703,6000 N Terminal Pkwy,Atlanta,US,McDonald's,30320,GA
4704,3534 Martin Luther King Jr Dr SW,Atlanta,US,McDonald's,30331,GA
4705,814 Arago St,Egg Harbor City,US,Luby's,8215,NJ
4706,3683 Bruckner Blvd,Bronx,US,SUBWAY,10461,NY
4707,221 E Tremont Ave.,Bronx,US,SUBWAY,10457,NY
4708,1215 S Kihei Rd,Kihei,US,Domino's Pizza,96753,HI
4709,11521 N FM 620 Ste 675,Austin,US,Papa John's Pizza,78726,TX
4710,14324 Front Beach Rd,Panama City Beach,US,Pizza Hut,32413,FL
4711,154 E 116th St,New York,US,Burger King,10029,NY
4712,966 3rd Ave,New York,US,McDonald's,10022,NY
4713,146 Delancey St,New York,US,Burger King,10002,NY
4714,274 Madison Ave,New York,US,Chipotle Mexican Grill,10016,NY
4715,227 1st Ave,New York,US,Subway,10003,NY
4716,112 John St,New York,US,Subway,10038,NY
4717,1885 3rd Ave,New York,US,Subway,10029,NY
4718,1873 2nd Ave,New York,US,Subway,10027,NY
4719,100 Main St,North Myrtle Beach,US,McDonald's,29582,SC
4720,2299 Dick Pond Rd,Myrtle Beach,US,SONIC Drive In,29575,SC
4721,16 W 8th St,New York,US,Domino's Pizza,10011,NY
4722,2554 Adam Clayton Powell Jr Blvd,New York,US,Domino's Pizza,10039,NY
4723,720 W 181st St,New York,US,Pizza Hut,10033,NY
4724,1945 Mister Joe White Ave,Myrtle Beach,US,Subway,29577,SC
4725,1100 Jet Port Road,Myrtle Beach,US,Steak 'n Shake,29577,SC
4726,1009 Boardwalk,Asbury Park,US,Mayfair Boardwalk Grill,7712,NJ
4727,375 Avalon Park South Blvd,Orlando,US,Burger King,32828,FL
4728,4835 W 111th St,Alsip,US,Nino's Pizza,60803,IL
4729,2108 Bruton Blvd,Orlando,US,Domino's Pizza,32805,FL
4730,5628 Hansel Ave,Orlando,US,Pizza Hut,32809,FL
4731,702 W Camelback Rd,Phoenix,US,Papa Johns Pizza,85013,AZ
4732,82 Montgomery Ave,Long Branch,US,Domino's Pizza,7740,NJ
4733,7455 S Power Rd,Queen Creek,US,Burger King,85142,AZ
4734,23682 S Power Rd,Queen Creek,US,Burger King,85242,AZ
4735,6047 Black Horse Pike,Egg Harbor Township,US,Burger King,8234,NJ
4736,21 S Main St,Barnegat,US,Domino's Pizza,8005,NJ
4737,132 Route 37 E,Toms River,US,White Castle,8753,NJ
4738,1501 Main St,Asbury Park,US,McDonald's,7712,NJ
4739,6650 W Bethany Home Rd,Glendale,US,Pizza Hut,85301,AZ
4740,300 N Michigan Ave,Chicago,US,Subway,60601,IL
4741,203 E 26th St,New York,US,Little Caesars Pizza,10010,NY
4742,6111 188th St,Fresh Meadows,US,Little Caesars Pizza,11365,NY
4743,13350 Dallas Parkway,Dallas,US,Five Guys,75240,TX
4744,23 S Clark St,Chicago,US,McDonald's,60603,IL
4745,5050 N Cicero Ave,Chicago,US,Subway,60630,IL
4746,5409 S Harlem Ave,Chicago,US,Subway,60638,IL
4747,3336 N Harlem Ave,Chicago,US,Domino's Pizza,60634,IL
4748,5008 N Pulaski Rd,Chicago,US,Domino's Pizza,60630,IL
